total_value,model_obj_value,model_obj_bound,gap,gurobi_time,python_time,mission_time_limit,mission_time,detection_probability_limit,detection_count_limit,largest_detection,number_of_searches,number_of_vehicles
2.0156725273999996,2.0156862636999997,2.015694554811166,4.11329447237233e-06,2.0297000408172607,2.05,24,13.736299999999998,0.5,0.6931471805599453,0.18,30,8
2.0156701858,2.0156850929,2.015694289899539,4.5627164536886105e-06,1.8689329624176025,1.88,24,14.9071,0.5,0.6931471805599453,0.24,30,7
2.0156695963999995,2.0156847981999997,2.0156932305526314,4.1833686691661025e-06,2.653665065765381,2.67,24,15.201799999999915,0.5,0.6931471805599453,0.27,30,6
2.0156672714,2.0156836357,2.0156922938074264,4.295370202554434e-06,1.3143651485443115,1.32,24,16.3643,0.5,0.6931471805599453,0.24,30,5
2.0156704084,2.0156852042,2.01569097108605,2.8610052988497724e-06,2.923856019973755,2.93,24,14.7958,0.5,0.6931471805599453,0.26,30,4
2.0156538748,2.0156769374,2.015688327969065,5.650989428885103e-06,2.6734979152679443,2.68,24,23.062599999999996,0.5,0.6931471805599453,0.34,30,3
2.0156548467999995,2.0156774233999997,2.0156842116320783,3.3677174729769862e-06,5.853070974349976,5.86,24,22.576600000000003,0.5,0.6931471805599453,0.6,30,2
2.0156663327999995,2.0156831663999997,2.015694767537097,5.755436811983827e-06,1.4188690185546875,1.43,24,16.833599999999997,0.4,0.5108256237659907,0.17,30,8
2.0156749092,2.0156874546,2.0156941181920183,3.305865700045702e-06,2.8754100799560547,2.89,24,12.545399999999999,0.4,0.5108256237659907,0.19,30,7
2.015668657,2.0156843285,2.015693453213235,4.526856267226334e-06,1.4806320667266846,1.49,24,15.671500000000002,0.4,0.5108256237659907,0.22,30,6
2.015669107,2.0156845535,2.0156925291648524,3.956802089248782e-06,1.177286148071289,1.19,24,15.446500000000002,0.4,0.5108256237659907,0.25,30,5
2.01565674,2.01567837,2.015690463728041,5.999830241383805e-06,2.6981449127197266,2.71,24,21.630000000000003,0.4,0.5108256237659907,0.28,30,4
2.0156522118,2.0156761059,2.0156887247664934,6.260364180818388e-06,1.4058279991149902,1.41,24,23.894099999999998,0.4,0.5108256237659907,0.33,30,3
2.0156523157999997,2.0156761578999998,2.015683972678051,3.8770007874093015e-06,5.764837980270386,5.77,24,23.842100000000002,0.4,0.5108256237659907,0.47,30,2
2.0156643506,2.0156821753,2.0156945075244677,6.118139366887815e-06,1.9642281532287598,1.98,24,17.8247,0.3,0.35667494393873245,0.24,30,8
2.015669399,2.0156846995,2.0156940686615594,4.648128530118516e-06,1.8316409587860107,1.84,24,15.300500000000003,0.3,0.35667494393873245,0.26,30,7
2.0156582018,2.0156791009,2.0156934173248,7.102531744008201e-06,2.767414093017578,2.78,24,20.8991,0.3,0.35667494393873245,0.23,30,6
2.0156582316,2.0156791158,2.015692203363687,6.492880530646563e-06,2.779474973678589,2.79,24,20.8842,0.3,0.35667494393873245,0.29,30,5
2.015666811,2.0156834055,2.015691039099113,3.787102226687398e-06,1.4946560859680176,1.5,24,16.5945,0.3,0.35667494393873245,0.35,30,4
2.0156640308,2.0156820154,2.0156884487620332,3.1916552234770326e-06,2.1672329902648926,2.17,24,17.984600000000004,0.3,0.35667494393873245,0.35,30,3
1.8135571827569856,1.8135785989573527,1.8317026537514223,0.009993531465627826,115.43121719360352,115.44,24,21.416200367020625,0.3,0.35667494393873245,0.36,23,2
2.0156617778,2.0156808889,2.0156943374904306,6.671983896200694e-06,2.007091999053955,2.02,24,19.1111,0.2,0.2231435513142097,0.21,30,8
2.0156702798,2.0156851399,2.0156940417174813,4.416273804453214e-06,1.902534008026123,1.91,24,14.860100000000001,0.2,0.2231435513142097,0.19,30,7
2.0156615282,2.0156807641,2.015693418994288,6.278223473390018e-06,2.795280933380127,2.81,24,19.235899999999997,0.2,0.2231435513142097,0.2,30,6
2.0156747676,2.0156873838,2.0156925596136928,2.56776608036843e-06,1.2823128700256348,1.29,24,12.6162,0.2,0.2231435513142097,0.19,30,5
1.9973657056,1.9973828528,2.015689014671066,0.009165074109554939,61.946502923965454,61.96,24,17.147199999999998,0.2,0.2231435513142097,0.22,29,4
1.7477697174,1.7477848587,1.7664732482828673,0.01069261441981351,3600.0933430194855,3600.1,24,15.141300000000001,0.2,0.2231435513142097,0.22,21,3
1.3505670116885367,1.3505835253892924,1.3640042095927454,0.00993695239958196,105.97637581825256,105.98,24,16.51370075574265,0.2,0.2231435513142097,0.22,14,2
1.9090800099999998,1.909090005,1.958092645170112,0.025668061768576503,3600.091027021408,3600.1,24,9.995,0.1,0.10536051565782628,0.11,26,8
1.7913768246,1.7913884123,1.8444379157778932,0.029613624333866235,3600.2683157920837,3600.28,24,11.587700000000002,0.1,0.10536051565782628,0.11,23,7
1.6382756638,1.6382878319,1.668437278621586,0.01840302182225219,3600.1326339244843,3600.14,24,12.1681,0.1,0.10536051565782628,0.11,19,6
1.4544756637999998,1.4544878318999999,1.4745889558266665,0.013820070189524032,3600.1960728168488,3600.21,24,12.168099999999999,0.1,0.10536051565782628,0.11,16,5
1.2356784546,1.2356892273,1.2497884852,0.011410035459164115,3600.078278064728,3600.09,24,10.772699999965498,0.1,0.10536051565782628,0.1,12,4
0.9763760654000001,0.9763880327000001,1.0003890133166666,0.02458139572880342,3600.0766310691833,3600.08,24,11.9673,0.1,0.10536051565782628,0.1,8,3
0.7106760654,0.7106880326999999,0.7206890334875001,0.014072279716748655,3600.1166400909424,3600.12,24,11.9673,0.1,0.10536051565782628,0.1,6,2
2.0156671808,2.0156835904,2.015694522587805,5.423563428733051e-06,1.9262118339538574,1.94,20,16.4096,0.5,0.6931471805599453,0.19,30,8
2.0156755489999996,2.0156877744999995,2.015694289899539,3.232345615162535e-06,1.199951171875,1.21,20,12.225499999999993,0.5,0.6931471805599453,0.23,30,7
2.0156653051999998,2.0156826526,2.015693232021434,5.248555083987611e-06,2.600579023361206,2.61,20,17.3474,0.5,0.6931471805599453,0.19,30,6
2.0156659112,2.0156829556,2.015692232185307,4.602204568558378e-06,4.619280099868774,4.63,20,17.0444,0.5,0.6931471805599453,0.21,30,5
2.0156684073999998,2.0156842037,2.015691059032325,3.400995211838267e-06,2.8125290870666504,2.82,20,15.796299999999999,0.5,0.6931471805599453,0.31,30,4
2.0156651932000003,2.0156825966,2.0156885488567964,2.952973254012222e-06,2.8629090785980225,2.87,20,17.403399999999944,0.5,0.6931471805599453,0.36,30,3
2.0156604568,2.0156802284,2.015684200362598,1.9705321022522297e-06,4.072575092315674,4.08,20,19.771600000000003,0.5,0.6931471805599453,0.53,30,2
2.015677676,2.015688838,2.0156944059221544,2.7622924974732695e-06,1.9778270721435547,1.99,20,11.161999999999999,0.4,0.5108256237659907,0.15,30,8
2.0156677578,2.0156838789,2.0156941181920183,5.079810443219743e-06,2.517542839050293,2.53,20,16.121100000000002,0.4,0.5108256237659907,0.18,30,7
2.015668113,2.0156840564999996,2.0156933415731633,4.606412961260299e-06,1.7240440845489502,1.73,20,15.943499999999993,0.4,0.5108256237659907,0.22,30,6
2.0156687542,2.0156843771,2.015692501942679,4.030810959988075e-06,1.4192919731140137,1.43,20,15.622900000000003,0.4,0.5108256237659907,0.25,30,5
2.0156699338,2.0156849669,2.0156911583888384,3.0716550156327647e-06,0.985529899597168,0.99,20,15.0331,0.4,0.5108256237659907,0.3,30,4
2.0156622449999997,2.0156811224999998,2.015688842440618,3.829941418882638e-06,2.8920609951019287,2.9,20,18.877499999999998,0.4,0.5108256237659907,0.38,30,3
1.9859613973999999,1.9859806987,2.0156800329987954,0.014954492920417754,3600.0728549957275,3600.08,20,19.3013,0.4,0.5108256237659907,0.5,29,2
2.0156735788,2.0156867894,2.0156944088543156,3.7800785099933256e-06,2.3088581562042236,2.32,20,13.210600000000001,0.3,0.35667494393873245,0.15,30,8
2.0156658436,2.0156829218,2.015694080775378,5.536076759528847e-06,1.4194350242614746,1.43,20,17.0782,0.3,0.35667494393873245,0.18,30,7
2.0156655597999995,2.0156827798999997,2.0156933816453324,5.259629857662875e-06,3.1054739952087402,3.11,20,17.2201,0.3,0.35667494393873245,0.28,30,6
2.0156656438000002,2.0156828219,2.015691864012142,4.485880439076418e-06,4.348623991012573,4.36,20,17.1781,0.3,0.35667494393873245,0.21,30,5
2.0156676623999994,2.0156838311999996,2.015691195648132,3.653573054571473e-06,1.0721728801727295,1.08,20,16.168800000000005,0.3,0.35667494393873245,0.35,30,4
2.0156623992,2.0156811996,2.0156888579114667,3.799366421774691e-06,0.9344661235809326,0.94,20,18.80039999999996,0.3,0.35667494393873245,0.34,30,3
1.7710601214000001,1.7710800607000001,1.828634370726479,0.03249672970951471,3600.0803570747375,3600.08,20,19.939300000000003,0.3,0.35667494393873245,0.35,21,2
2.0156695908,2.0156847954,2.015694326806847,4.728619707132893e-06,2.489506959915161,2.5,20,15.204600000000003,0.2,0.2231435513142097,0.19,30,8
