total_value,model_obj_value,model_obj_bound,gap,gurobi_time,python_time,mission_time_limit,mission_time,detection_probability_limit,detection_count_limit,largest_detection,number_of_searches,number_of_vehicles
0.43279205519999997,0.43279602759999997,0.4327962367870502,4.833386558500495e-07,4.305545091629028,4.32,4,3.9723999999999977,0.5,0.6931471805599453,0.06,9,8
0.43279205519999997,0.43279602759999997,0.43279602759999997,0.0,3.868638038635254,3.89,4,3.9723999999999995,0.5,0.6931471805599453,0.06,9,7
0.41449205520000004,0.41449602760000004,0.41449602760000004,0.0,11.465646028518677,11.48,4,3.9723999999999995,0.5,0.6931471805599453,0.06,8,6
0.39269206251392796,0.39269603491392796,0.39269603491660315,0.0,4.858063220977783,4.87,4,3.9723999999999995,0.5,0.6931471805599453,0.07,7,5
0.3708920552,0.3708960276,0.3708960276,0.0,3.8546459674835205,3.86,4,3.9723999999999995,0.5,0.6931471805599453,0.07,6,4
0.3272920552,0.3272960276,0.3272960276,0.0,2.5992681980133057,2.61,4,3.9723999999999995,0.5,0.6931471805599453,0.07,5,3
0.24019235559999996,0.24019617779999997,0.24019617779999997,0.0,0.8574659824371338,0.86,4,3.8222,0.5,0.6931471805599453,0.07,4,2
0.43279205519999997,0.43279602759999997,0.4327962367870502,4.833386558500495e-07,4.4513840675354,4.47,4,3.9723999999999977,0.4,0.5108256237659907,0.06,9,8
0.43279205519999997,0.43279602759999997,0.43279602759999997,0.0,3.9488019943237305,3.96,4,3.9723999999999995,0.4,0.5108256237659907,0.06,9,7
0.41449205520000004,0.41449602760000004,0.41449602760000004,0.0,11.36570405960083,11.38,4,3.9723999999999995,0.4,0.5108256237659907,0.06,8,6
0.39269206251392796,0.39269603491392796,0.39269603491660315,0.0,4.843267917633057,4.85,4,3.9723999999999995,0.4,0.5108256237659907,0.07,7,5
0.3708920552,0.3708960276,0.3708960276,0.0,3.7265238761901855,3.73,4,3.9723999999999995,0.4,0.5108256237659907,0.07,6,4
0.3272920552,0.3272960276,0.3272960276,0.0,2.424237012863159,2.43,4,3.9723999999999995,0.4,0.5108256237659907,0.07,5,3
0.24019235559999996,0.24019617779999997,0.24019617779999997,0.0,0.8563110828399658,0.86,4,3.8222,0.4,0.5108256237659907,0.07,4,2
0.43279205519999997,0.43279602759999997,0.4327962367870502,4.833386558500495e-07,4.439862966537476,4.45,4,3.9723999999999977,0.3,0.35667494393873245,0.06,9,8
0.43279205519999997,0.43279602759999997,0.43279602759999997,0.0,4.064314126968384,4.08,4,3.9723999999999995,0.3,0.35667494393873245,0.06,9,7
0.41449205520000004,0.41449602760000004,0.41449602760000004,0.0,11.230599880218506,11.26,4,3.9723999999999995,0.3,0.35667494393873245,0.06,8,6
0.39269206251392796,0.39269603491392796,0.39269603491660315,0.0,4.928843021392822,4.94,4,3.9723999999999995,0.3,0.35667494393873245,0.07,7,5
0.3708920552,0.3708960276,0.3708960276,0.0,3.7900588512420654,3.8,4,3.9723999999999995,0.3,0.35667494393873245,0.07,6,4
0.3272920552,0.3272960276,0.3272960276,0.0,2.5374929904937744,2.54,4,3.9723999999999995,0.3,0.35667494393873245,0.07,5,3
0.24019235559999996,0.24019617779999997,0.24019617779999997,0.0,0.8462600708007812,0.85,4,3.8222,0.3,0.35667494393873245,0.07,4,2
0.43279205519999997,0.43279602759999997,0.4327962367870502,4.833386558500495e-07,4.556240081787109,4.57,4,3.9723999999999977,0.2,0.2231435513142097,0.06,9,8
0.43279205519999997,0.43279602759999997,0.43279602759999997,0.0,3.9871928691864014,4.0,4,3.9723999999999995,0.2,0.2231435513142097,0.06,9,7
0.41449205520000004,0.41449602760000004,0.41449602760000004,0.0,11.238009929656982,11.25,4,3.9723999999999995,0.2,0.2231435513142097,0.06,8,6
0.39269206251392796,0.39269603491392796,0.39269603491660315,0.0,5.045561075210571,5.05,4,3.9723999999999995,0.2,0.2231435513142097,0.07,7,5
0.3708920552,0.3708960276,0.3708960276,0.0,3.7235920429229736,3.73,4,3.9723999999999995,0.2,0.2231435513142097,0.07,6,4
0.3272920552,0.3272960276,0.3272960276,0.0,2.5207879543304443,2.53,4,3.9723999999999995,0.2,0.2231435513142097,0.07,5,3
0.24019235559999996,0.24019617779999997,0.24019617779999997,0.0,0.8688168525695801,0.87,4,3.8222,0.2,0.2231435513142097,0.07,4,2
0.4327920552,0.4327960276,0.4327960276,0.0,4.426861047744751,4.45,4,3.9723999999999995,0.1,0.10536051565782628,0.06,9,8
0.4327921367397676,0.43279610913976757,0.43279610913976757,0.0,5.039757966995239,5.05,4,3.9724,0.1,0.10536051565782628,0.07,9,7
0.4144920552,0.4144960276,0.4144960276,0.0,5.380519866943359,5.39,4,3.9723999999999995,0.1,0.10536051565782628,0.07,8,6
0.3926921068853982,0.3926960792853982,0.3926960792880733,0.0,4.558409929275513,4.57,4,3.972399999999999,0.1,0.10536051565782628,0.07,7,5
0.37089209742940255,0.3708960698301774,0.3708960698301774,0.0,5.6598219871521,5.67,4,3.9724007749038868,0.1,0.10536051565782628,0.07,6,4
0.3272920552,0.3272960276,0.32909602759999995,0.005499608452931826,2.0186591148376465,2.02,4,3.9723999999999995,0.1,0.10536051565782628,0.07,5,3
0.24019235559999996,0.24019617779999997,0.24019617779999997,0.0,1.0752670764923096,1.08,4,3.8222,0.1,0.10536051565782628,0.07,4,2
